"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","plot_number","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_b","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","heat_necrosis","brown_center","black_spot_bruise","black_spot_bruise_per_tuber","plant_vigor","disease_reaction","date_processed_otf","sfa_chip_color_otf","stem_end_browning_otf","date_processed_3mo","sfa_chip_color_3mo","stem_end_browning_3mo","date_processed_6mo","sfa_chip_color_6mo","stem_end_browning_6mo","process_comments","fry_color","total_glycoalkaloids","after_cooking_darkening","color_scale","color_instrument"
"2021","NCPT","TX","2021 NCPT TX","MSCC084-1","","88","1","1","","","","","2021-05-02","2021-09-14","","3","","","18.3","1.071","","1","2","8","BOT, uniform size and shape","","","","592","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC084-1","","88","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC129-2","","89","1","1","","","","","2021-05-02","2021-09-14","","3","","","17.5","1.071","","1","2","8","BOT, nice size and shape, uniform size and shape ","","","","566","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC129-2","","89","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC129-4","","90","1","1","","","","","2021-05-02","2021-09-14","","3","","","19","1.071","","1","2","6","deep bud end","","","","614","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC129-4","","90","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC168-1","","91","1","1","","","","","2021-05-02","2021-09-14","","2","","","12.3","1.069","","1","3","6","","","","","398","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC168-1","","91","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC168-1","","91","2","1","","","","","2021-05-02","2021-09-14","","2","","","19.9","1.069","","1","2","8","","","","","643","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC168-1","","91","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC246-7","","92","1","1","","","","","2021-05-02","2021-09-14","","4","","","18","1.076","","1","2","7","","","","","582","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC246-7","","92","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC248-2","","93","1","1","","","","","2021-05-02","2021-09-14","","4","","","13","1.072","","1","3","6","","","","","419","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC248-2","","93","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC248-2","","93","2","1","","","","","2021-05-02","2021-09-14","","4","","","10.2","1.069","","1","4","5","","","","","331","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSCC248-2","","93","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","4 IBS","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD039-1","","94","1","1","","","","","2021-05-02","2021-09-14","","4","","","13.4","1.07","","1","3","6","","","","","431","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD039-1","","94","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD089-2","","95","1","1","","","","","2021-05-02","2021-09-14","","3","","","19.2","1.071","","1","3","5","too large, angular","","","","621","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD089-2","","95","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD114-10","","96","1","1","","","","","2021-05-02","2021-09-14","","4","","","13.2","1.052","","1","2","7","golden skin, nice skin, good shape","","","","428","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD114-10","","96","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD219-02","","97","1","1","","","","","2021-05-02","2021-09-14","","4","","","17.4","1.072","","1","4","5","","","","","561","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSDD219-02","","97","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSZ025-2","","98","1","1","","","","","2021-05-02","2021-09-14","","4","","","17.9","1.066","","1","3","5","buff skin, a little flat","","","","577","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","MSZ025-2","","98","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC818-24","","99","1","1","","","","","2021-05-02","2021-09-14","","4","","","22.2","1.059","","1","3","6","buff skin, large, attached stolons","","","","716","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC818-24","","99","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","2 Dark","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC818-26","","100","1","1","","","","","2021-05-02","2021-09-14","","4","","","27.3","1.064","","1","2","5","scab, gemmations, attached stolons","","","","882","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC818-26","","100","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC821-30","","101","1","1","","","","","2021-05-02","2021-09-14","","3","","","23.5","1.088","","1","2","8","BOT, high tuber number","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC821-30","","101","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","2 IBS","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC821-41","","102","1","1","","","","","2021-05-02","2021-09-14","","3","","","20.7","1.078","","1","2","7","","","","","667","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NC821-41","","102","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NCB3401-1","","103","1","1","","","","","2021-05-02","2021-09-14","","1","","","15.6","1.083","","1","2","8","very high tuber number, uniform size and shape","","","","504","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","NCB3401-1","","103","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND102631AB-1","","104","1","1","","","","","2021-05-02","2021-09-14","","3","","","20.7","1.075","","1","2","6","large, growth cracks, knobs","","","","668","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND102631AB-1","","104","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND12209C-2","","105","1","1","","","","","2021-05-02","2021-09-14","","2","","","22.8","1.077","","1","2","8","BOT, very high tuber number","","","","736","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND12209C-2","","105","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND13228CAB-3","","106","1","1","","","","","2021-05-02","2021-09-14","","1","","","14.8","1.072","","1","2","7","","","","","477","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND13228CAB-3","","106","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14138AB-9","","107","1","1","","","","","2021-05-02","2021-09-14","","1","","","19.4","1.077","","1","3","7","large","","","","624","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14138AB-9","","107","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","BOT","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14163AB-4","","108","1","1","","","","","2021-05-02","2021-09-14","","4","","","19.8","1.06","","1","2","5","gemmations, pointed","","","","639","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14163AB-4","","108","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14165AB-2","","109","1","1","","","","","2021-05-02","2021-09-14","","2","","","15.1","1.066","","1","2","8","smooth skin, nice, good shape, BOT","","","","488","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14165AB-2","","109","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14197CAB-1","","110","1","1","","","","","2021-05-02","2021-09-14","","4","","","14.1","1.074","","1","4","4","oblong","","","","456","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14197CAB-1","","110","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","","","","","","","1 GH","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14199CAB-5","","111","1","1","","","","","2021-05-02","2021-09-14","","3","","","24.5","1.076","","1","3","6","high tuber number, uniform size and shape, oval, small, a little flat","","","","792","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14199CAB-5","","111","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14247CAB-15","","112","1","1","","","","","2021-05-02","2021-09-14","","2","","","21.2","1.076","","1","2","7","bruised","","","","685","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14247CAB-15","","112","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","1 GH","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14247CAB-2","","113","1","1","","","","","2021-05-02","2021-09-14","","4","","","29.4","1.058","","1","3","7","impressive high tuber number, medium to large, deep eyes","","","","948","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14247CAB-2","","113","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14256B-8","","114","1","1","","","","","2021-05-02","2021-09-14","","3","","","10.3","1.068","","1","2","5","buff skin, deep bud end, a little flat","","","","334","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","NCPT","TX","2021 NCPT TX","ND14256B-8","","114","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","1 GH","","","","",""
