"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","plot_number","block","breeder_merit_score","date_planting","seed_pieces_planted","seed_observations","date_vinekill","date_harvest","date_gathered","plant_stand","final_emergence","roguing_notes","vine_maturity","verticillium_wilt","specific_gravity","undersize_yield","small_yield","mid_yield","oversize_yield","cull_tuber_defects","calc_nfpt_total_yield","calc_nfpt_mkt_yield","calc_nfpt_mkt_undersize_yield","calc_nfpt_mkt_4oz_yield","calc_nfpt_mkt_6oz_yield","calc_nfpt_mkt_10oz_yield","calc_nfpt_mkt_cull_yield","calc_nfpt_mkt_total_yield","tuber_length","tuber_width","tuber_depth","tuber_shape","tuber_flesh_color","tuber_appearance","tuber_defects","field_observations","total_weight","growth_crack","greening","defect_green","powdery_scab","common_scab","scab","shatter_bruise","internal_brown_spot","vascular_discoloration","harvest_comments","total_glycoalkaloids","fry_color","internal_tuber_defects","external_tuber_defects","comments"
"2015","NFPT","WA","2015 NFPT WA","A06862-18VR","","44","1","1","","","","","1","1","2015-04-06","18","","","2015-09-14","","","","","9","","1.076","63.9","61.4","165.5","885.1","51.3","1227.2","1112","0.05","0.95","0.89","0.75","0.04","0.91","","","","3","1","5","rot/green","","1227","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A06862-18VR","","44","2","1","","","","","2","1","2015-04-06","18","","","2015-09-14","","","","","9","","1.076","68.7","96.9","129.2","785.1","90.7","1170.6","1011.2","0.06","0.94","0.85","0.73","0.08","0.86","","","","3","1","5","cracks/green","","1171","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A06914-3CRus","","45","1","1","","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","3","","1.073","96.1","115.4","282","225.8","38.4","757.7","623.2","0.13","0.87","0.71","0.31","0.05","0.82","","","","3","1","2","rot/green","","758","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A06914-3CRus","","45","2","1","","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","4","","1.073","95.8","49.6","131.8","345.6","115.9","738.7","527","0.15","0.85","0.77","0.55","0.16","0.71","","","","3","1","2","cracks/knobs/rot/green","","739","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A07008-4TRus","","46","1","1","","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","2","","1.067","90.1","104.8","245","83.5","17.3","540.7","433.3","0.17","0.83","0.63","0.16","0.03","0.8","","","","3","1","7","cracks/green","","541","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A07008-4TRus","","46","2","1","","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.067","153.7","74.5","58.3","53.3","8.7","348.5","186.1","0.45","0.55","0.33","0.16","0.02","0.53","","","","3","1","7","cracks","","348","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A09001-12TERus","","47","1","1","","","","","1","3","2015-04-06","18","","","2015-09-14","","","","","1","","1.082","67.7","89.1","223.4","253.3","12.9","646.4","565.8","0.11","0.89","0.75","0.4","0.02","0.88","","","","2","1","6","green","","646","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","A09001-12TERus","","47","2","1","","","","","2","3","2015-04-06","18","","","2015-09-14","","","","","1","","1.082","84.4","79.6","216","312.2","18.4","710.6","607.8","0.12","0.88","0.76","0.45","0.03","0.86","","","","2","1","6","green","","711","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Dakota Russet","","48","1","1","","","","","1","2","2015-04-06","18","","","2015-09-14","","","","","7","","1.082","18.9","46.5","153.2","452.5","139.2","810.3","652.2","0.03","0.97","0.9","0.67","0.17","0.8","","","","2","1","6","green/rot","","810","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Dakota Russet","","48","2","1","","","","","2","2","2015-04-06","18","","","2015-09-14","","","","","6","","1.082","49","69","273.4","453.5","64.3","909.2","795.9","0.06","0.94","0.86","0.54","0.07","0.88","","","","3","1","6","green","","909","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Dakota Trailblazer","","49","1","1","","","","","1","2","2015-04-06","18","","","2015-09-14","","","","","9","","1.096","29.9","52.2","166.3","671.5","47.8","967.7","890","0.03","0.97","0.91","0.73","0.05","0.92","","","","3","1","6","green/cracks","","968","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Dakota Trailblazer","","49","2","1","","","","","2","2","2015-04-06","18","","","2015-09-14","","","","","6","","1.096","13.1","43.3","146.6","724.3","29.3","956.6","914.2","0.01","0.99","0.94","0.78","0.03","0.96","","","","3","1","6","green","","956","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","ND8068-5Russ","","50","1","1","","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.067","70","142.1","113.6","29.8","3.3","358.8","285.5","0.2","0.8","0.4","0.08","0.01","0.8","","","","3","1","5","green","","359","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","ND8068-5Russ","","50","2","1","","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.067","74.2","113.8","125.7","22","9.6","345.3","261.5","0.22","0.78","0.44","0.07","0.03","0.76","","","","3","1","5","green","","345","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","AC96052-1Rus","","51","1","1","","","","","1","3","2015-04-06","18","","","2015-09-14","","","","","7","","1.078","53.8","116","277","187.6","38.2","672.6","580.6","0.08","0.92","0.73","0.3","0.06","0.86","","","","2","1","7","rot/cracks/green","","673","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","AC96052-1Rus","","51","2","1","","","","","2","3","2015-04-06","18","","","2015-09-14","","","","","5","","1.078","70.1","107.2","277.7","239","15.5","709.5","623.9","0.1","0.9","0.74","0.34","0.02","0.88","","","","2","1","7","green","","709","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","CO07015-4RU","","52","1","1","","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.074","177.7","168.6","118.5","22.5","2.3","489.6","309.6","0.36","0.64","0.29","0.05","0","0.63","","","","3","1","8","green","","490","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","CO07015-4RU","","52","2","1","","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.074","252.8","194.8","186.2","60.9","0","694.7","441.9","0.36","0.64","0.36","0.09","0","0.64","","","","3","1","8","none","","695","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","CO07049-1RU","","53","1","1","","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","5","","1.084","196.7","198.1","232.7","86.7","2","716.2","517.5","0.28","0.72","0.45","0.12","0","0.72","","","","2","1","5","green","","716","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","CO07049-1RU","","53","2","1","","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","5","","1.084","272.2","251.2","198.9","86.4","0","808.7","536.5","0.34","0.66","0.35","0.11","0","0.66","","","","2","1","5","none","","809","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Russet Burbank","","54-1","1","1","1","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.068","91.1","116.1","222.1","91.5","4.8","525.6","429.7","0.17","0.83","0.6","0.18","0.01","0.82","","","","3","1","3","green","","526","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Russet Burbank","","54-1","3","1","1","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.068","87","110.3","237","209.1","99.8","743.2","556.4","0.14","0.86","0.69","0.32","0.13","0.75","","","","3","1","3","cracks/rot/knobs/malformed/green","","743","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Russet Burbank","","54-2","2","1","1","","","","1","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.07","69.7","78.6","250.6","250.8","53","702.7","580","0.11","0.89","0.77","0.39","0.08","0.83","","","","3","1","3","malformed/cracks/rot/green","","703","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Russet Burbank","","54-2","4","1","1","","","","2","4","2015-04-06","18","","","2015-09-14","","","","","1","","1.07","72.8","108.7","295.3","87","75.2","639","491","0.13","0.87","0.68","0.15","0.12","0.77","","","","3","1","3","knobs/cracks/rot/green","","639","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Ranger Russet","","55-1","1","1","1","","","","1","3","2015-04-06","18","","","2015-09-14","","","","","9","","1.072","85.5","63.6","262.8","543.1","56.6","1011.6","869.5","0.09","0.91","0.84","0.57","0.06","0.86","","","","4","1","6","knobs/green/cracks","","1012","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Ranger Russet","","55-1","3","1","1","","","","2","3","2015-04-06","18","","","2015-09-14","","","","","9","","1.072","92.9","59.3","288.4","254.5","46.1","741.2","602.2","0.13","0.87","0.78","0.37","0.06","0.81","","","","4","1","6","knobs/cracks/rot/green","","741","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Ranger Russet","","55-2","2","1","1","","","","1","3","2015-04-06","18","","","2015-09-14","","","","","7","","1.083","76","87.5","204.3","466.8","96.6","931.2","758.6","0.09","0.91","0.8","0.56","0.1","0.81","","","","4","1","6","green","","931","","","","","","","","","","","","","","",""
"2015","NFPT","WA","2015 NFPT WA","Ranger Russet","","55-2","4","1","1","","","","2","3","2015-04-06","18","","","2015-09-14","","","","","8","","1.083","98.4","74.9","257.9","389.5","38.5","859.2","722.3","0.12","0.88","0.79","0.47","0.04","0.84","","","","4","1","6","knobs/cracks/rot/green","","859","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-3rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","17.7","42.3","155.6","86.2","25.8","327.6","284.1","0.06","0.94","0.8","0.29","0.08","0.87","","","","4","","6","","","327.64","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AF4296-3Rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","11.7","19.3","107.2","181","8.1","327.2","307.5","0.04","0.96","0.9","0.57","0.02","0.94","","","","4","","8","","","327.24","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","Easton","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","9","","","16.1","52","110.8","157.2","40.7","376.8","320","0.05","0.95","0.8","0.47","0.11","0.85","","","","5","","5","","","376.81","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","Easton","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","10.9","26.2","98.3","200.3","8.1","343.8","324.8","0.03","0.97","0.89","0.6","0.02","0.94","","","","4","","6","","","343.76","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W9850-5rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","15.3","17.7","56.8","117.7","27.4","234.9","192.2","0.07","0.93","0.84","0.57","0.12","0.82","","","","5","","6","","","234.94","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W9850-5rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","20.6","21","51.6","72.9","7.3","173.3","145.5","0.12","0.88","0.75","0.44","0.04","0.84","","","","5","","5","","","173.28","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W9742-3rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","13.7","33.5","98.3","144.3","13.7","303.5","276.1","0.05","0.95","0.84","0.5","0.05","0.91","","","","4","","6","","","303.45","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W9742-3rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","12.5","18.9","82.2","164.4","27.4","305.5","265.6","0.04","0.96","0.89","0.59","0.09","0.87","","","","5","","6","","","305.46","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-16rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","6","","","18.1","27.8","51.6","84.6","30.6","212.8","164","0.1","0.9","0.75","0.46","0.14","0.77","","","","4","","6","","","212.79","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-16rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","6","","","42.3","30.6","40.3","64.9","95.1","273.2","135.8","0.24","0.76","0.59","0.36","0.35","0.5","","","","4","","2","","","273.24","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-8rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","54.4","102.8","141.5","30.2","2","330.9","274.5","0.17","0.83","0.52","0.09","0.01","0.83","","","","4","","8","","","330.88","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-8rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","29","47.2","147.1","118.5","4.8","346.6","312.7","0.08","0.92","0.78","0.35","0.01","0.9","","","","4","","8","","","346.59","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10074-3rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","19.8","56","154.8","90.3","35.5","356.3","301","0.06","0.94","0.76","0.28","0.1","0.85","","","","4","","8","","","356.25","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10039-2rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","35.9","53.2","99.9","34.7","32.6","256.3","187.8","0.16","0.84","0.6","0.15","0.13","0.73","","","","4","","4","","","256.31","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","Ranger Russet","","","","1","1","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","17.3","20.6","58.8","123.3","13.7","233.7","202.7","0.08","0.92","0.83","0.56","0.06","0.87","","","","5","","6","","","233.74","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","W10039-2rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","36.7","51.2","102.4","42.7","25","257.9","196.3","0.16","0.84","0.62","0.18","0.1","0.76","","","","4","","5","","","257.92","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","CW08071-2RUS","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","26.6","50.8","91.9","72.5","28.2","270","215.2","0.11","0.89","0.68","0.3","0.1","0.8","","","","4","","6","","","270.01","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","CW08071-2RUS","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","23.4","23.4","94.7","144.3","30.2","316","262.4","0.08","0.92","0.84","0.5","0.1","0.83","","","","4","","6","","","315.95","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07791-2rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","9","","","17.3","52","128.2","88.7","19.3","305.5","268.8","0.06","0.94","0.76","0.31","0.06","0.88","","","","4","","6","","","305.47","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07791-2rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","38.3","66.9","104.8","36.3","28.2","274.5","208","0.16","0.84","0.57","0.15","0.1","0.76","","","","4","","5","","","274.45","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07781-1rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","29.8","56.8","86.2","70.9","18.9","262.8","214","0.12","0.88","0.64","0.29","0.07","0.81","","","","4","","6","","","262.75","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07781-1rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","8","","","53.6","56.8","126.5","36.7","5.6","279.3","220","0.2","0.8","0.6","0.13","0.02","0.79","","","","4","","6","","","279.27","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07773-1rus","","","","2","","","","","2","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","6","","","10.5","39.1","132.2","170.5","5.2","357.5","341.7","0.03","0.97","0.86","0.48","0.01","0.96","","","","4","","8","","","357.46","","","","","","","","","","","","","","",""
"2015","NFPT","WI","2015 NFPT WI","AW07773-1rus","","","","1","","","","","1","","2015-04-23 00:00:00","36","","","2015-09-04 00:00:00","","","","","7","","","22.2","37.1","135.8","130.6","0.4","326","303.5","0.07","0.93","0.82","0.4","0","0.93","","","","4","","8","","","326.03","","","","","","","","","","","","","","",""
